State,year,month,Coal,Solar,Total Generation,Wind
Sikkim,2024,8,0.0,0.0,341.83,0.0
Sikkim,2024,9,0.0,0.0,287.27,0.0
Sikkim,2024,10,0.0,0.0,274.83,0.0
Sikkim,2024,11,0.0,0.0,130.2,0.0
Sikkim,2024,12,0.0,0.0,89.45,0.0
Sikkim,2025,1,0.0,0.0,62.45,0.0
Sikkim,2025,2,0.0,0.0,45.75,0.0
Sikkim,2025,3,0.0,0.0,49.1,0.0
Sikkim,2025,4,0.0,0.0,97.23,0.0
Sikkim,2025,5,0.0,0.0,217.02,0.0
Sikkim,2025,6,0.0,0.0,286.31,0.0
Sikkim,2025,7,0.0,0.0,407.74,0.0
Sikkim,2025,8,0.0,0.0,446.17,0.0
Sikkim,2025,9,0.0,0.0,406.37,0.0
Tamil Nadu,2019,1,2870.395,165.54,7643.41,189.265
Tamil Nadu,2019,2,2865.81,163.37,7487.43,170.345
Tamil Nadu,2019,3,3223.405,193.005,8129.01,117.745
Tamil Nadu,2019,4,3060.92,202.6,7862.02,197.79000000000002
Tamil Nadu,2019,5,2919.165,185.86499999999998,9135.89,828.13
Tamil Nadu,2019,6,2748.0,194.965,9956.03,1290.65
Tamil Nadu,2019,7,2505.2099999999996,189.31,9688.4,1321.0149999999999
Tamil Nadu,2019,8,2152.795,206.765,9455.15,1297.61
Tamil Nadu,2019,9,2238.25,200.69,8759.0,794.3000000000001
Tamil Nadu,2019,10,2546.105,201.875,7913.85,139.995
Tamil Nadu,2019,11,2542.605,163.08999999999997,7880.12,176.26500000000001
Tamil Nadu,2019,12,2361.135,189.885,7505.73,302.77500000000003
Tamil Nadu,2020,1,2784.975,222.53,8140.72,289.96
Tamil Nadu,2020,2,2977.5699999999997,244.005,8364.4,345.15
Tamil Nadu,2020,3,2970.05,300.695,8602.76,157.49
Tamil Nadu,2020,4,1922.195,262.2,6366.42,155.18
Tamil Nadu,2020,5,2506.725,263.23499999999996,8255.34,571.135
Tamil Nadu,2020,6,2248.735,259.01,8953.81,1264.095
Tamil Nadu,2020,7,1988.8600000000001,256.54,7834.43,1036.97
Tamil Nadu,2020,8,1746.21,271.615,8464.68,1265.165
Tamil Nadu,2020,9,1458.94,230.725,7922.88,1076.94
Tamil Nadu,2020,10,1738.95,273.22999999999996,8226.9,884.465
Tamil Nadu,2020,11,1950.02,225.70000000000002,6788.89,172.325
Tamil Nadu,2020,12,1817.1399999999999,204.9,6684.97,242.79000000000002
Tamil Nadu,2021,1,2186.355,221.805,7147.16,261.795
Tamil Nadu,2021,2,2343.755,297.49,7034.12,248.44
Tamil Nadu,2021,3,2882.295,331.505,8056.84,193.79
Tamil Nadu,2021,4,3024.955,299.315,8454.05,276.34000000000003
Tamil Nadu,2021,5,2429.2999999999997,294.23,8670.29,762.215
Tamil Nadu,2021,6,2530.5449999999996,307.935,9925.96,1261.12
Tamil Nadu,2021,7,2585.235,306.595,10203.31,1439.7199999999998
Tamil Nadu,2021,8,2743.38,309.495,10406.05,1397.2749999999999
Tamil Nadu,2021,9,2369.075,325.97,9586.92,1110.06
Tamil Nadu,2021,10,2401.1899999999996,274.465,8490.74,458.97
Tamil Nadu,2021,11,1814.645,203.375,6627.91,227.98499999999999
Tamil Nadu,2021,12,2527.17,301.87,8522.79,249.29999999999998
Tamil Nadu,2022,1,2616.0800000000004,301.855,8563.66,262.07
Tamil Nadu,2022,2,2447.355,315.7,7992.05,231.55
Tamil Nadu,2022,3,2574.4300000000003,386.37,8637.61,318.375
Tamil Nadu,2022,4,3094.875,354.585,8595.37,182.29
Tamil Nadu,2022,5,3054.23,368.95,10454.29,1198.58
Tamil Nadu,2022,6,2983.48,367.46500000000003,11507.95,1383.7250000000001
Tamil Nadu,2022,7,2615.5750000000003,368.875,11106.46,1422.03
Tamil Nadu,2022,8,2599.605,384.14500000000004,10370.93,1288.745
Tamil Nadu,2022,9,2537.855,423.715,10170.16,1184.875
Tamil Nadu,2022,10,2481.045,381.67,9036.27,466.65500000000003
Tamil Nadu,2022,11,2505.1749999999997,335.60999999999996,8235.2,120.13499999999999
Tamil Nadu,2022,12,2568.745,363.615,8832.8,313.42
Tamil Nadu,2023,1,2512.885,443.19,9036.2,367.325
Tamil Nadu,2023,2,2693.6600000000003,460.635,8872.0,282.525
Tamil Nadu,2023,3,3301.34,506.12,10470.4,328.865
Tamil Nadu,2023,4,3534.65,489.895,10093.32,191.275
Tamil Nadu,2023,5,3024.29,466.0,9523.82,571.485
Tamil Nadu,2023,6,3131.2599999999998,488.735,11598.3,1537.835
Tamil Nadu,2023,7,2696.65,490.90500000000003,11529.68,1849.25
Tamil Nadu,2023,8,2733.81,569.795,10910.69,1224.955
Tamil Nadu,2023,9,2836.7050000000004,508.26500000000004,11405.53,1368.005
Tamil Nadu,2023,10,3239.055,490.345,10236.36,321.165
Tamil Nadu,2023,11,2869.5099999999998,391.435,8880.6,215.245
Tamil Nadu,2023,12,2730.6,379.78,8932.97,379.09499999999997
Tamil Nadu,2024,1,3171.945,472.555,9975.4,314.40500000000003
Tamil Nadu,2024,2,3373.695,550.845,9907.37,392.435
Tamil Nadu,2024,3,3725.4300000000003,627.35,10317.57,167.10999999999999
Tamil Nadu,2024,4,3622.08,651.685,10515.29,221.73
Tamil Nadu,2024,5,3547.28,587.09,11042.85,677.865
Tamil Nadu,2024,6,3050.445,615.675,10850.59,1176.335
Tamil Nadu,2024,7,3021.12,625.6650000000001,13208.22,1907.835
Tamil Nadu,2024,8,2973.215,688.66,11830.49,1039.6
Tamil Nadu,2024,9,3063.075,739.825,13033.53,1561.74
Tamil Nadu,2024,10,3214.1549999999997,647.945,10543.53,342.005
Tamil Nadu,2024,11,2737.165,509.22999999999996,9245.91,247.565
Tamil Nadu,2024,12,2513.495,588.845,9211.41,366.53000000000003
Tamil Nadu,2025,1,2703.065,617.89,9973.75,542.265
Tamil Nadu,2025,2,2971.99,861.11,10178.31,415.52500000000003
Tamil Nadu,2025,3,3223.13,809.18,10491.04,239.68499999999997
Tamil Nadu,2025,4,2839.28,793.6099999999999,9753.51,318.46500000000003
Tamil Nadu,2025,5,2398.3100000000004,786.05,10921.98,1276.58
Tamil Nadu,2025,6,2834.695,801.21,13519.46,1984.805
Tamil Nadu,2025,7,2592.1949999999997,809.785,14223.45,2420.705
Tamil Nadu,2025,8,2613.16,839.9050000000001,12188.58,1744.5649999999998
Tamil Nadu,2025,9,2789.505,839.76,12145.92,1735.955
Telangana,2019,1,2122.6800000000003,286.10499999999996,4860.27,9.344999999999999
Telangana,2019,2,2121.955,293.745,4844.74,10.06
Telangana,2019,3,2333.5750000000003,328.09000000000003,5325.82,9.049999999999999
Telangana,2019,4,2322.32,309.585,5225.66,3.1750000000000003
Telangana,2019,5,2368.99,316.815,5294.94,6.075
Telangana,2019,6,2220.495,275.945,4928.27,12.73
Telangana,2019,7,1950.33,236.53,4340.0,19.705000000000002
Telangana,2019,8,2007.05,233.605,5190.22,18.395000000000003
Telangana,2019,9,1900.795,213.91500000000002,5437.36,11.335
Telangana,2019,10,1702.46,212.97500000000002,5077.98,4.235
Telangana,2019,11,1786.985,261.62,4669.76,7.46
Telangana,2019,12,1972.41,241.11,4505.69,10.45
Telangana,2020,1,2046.54,270.94,4777.3,9.799999999999999
Telangana,2020,2,1979.04,291.18,4705.8,10.34
Telangana,2020,3,1901.9550000000002,332.185,4504.81,7.905
Telangana,2020,4,1642.815,302.91499999999996,3866.25,7.145
Telangana,2020,5,1756.6999999999998,321.56,4095.56,7.585
Telangana,2020,6,1497.105,258.335,3473.94,13.035
Telangana,2020,7,1933.78,246.13,4697.41,9.94
Telangana,2020,8,1804.655,205.505,4755.53,18.255
Telangana,2020,9,1700.6200000000001,225.76,4437.6,6.795
Telangana,2020,10,1842.2800000000002,225.345,4842.13,6.779999999999999
Telangana,2020,11,1826.565,261.565,4511.86,10.865
Telangana,2020,12,2210.46,298.78000000000003,5065.95,9.010000000000002
Telangana,2021,1,2177.3849999999998,274.94,5051.9,7.6850000000000005
Telangana,2021,2,2069.995,291.545,4877.4,7.4350000000000005
Telangana,2021,3,2403.3799999999997,332.97999999999996,5663.68,8.245
Telangana,2021,4,2408.6099999999997,306.65,5446.19,6.0600000000000005
Telangana,2021,5,2095.64,316.75,4814.4,11.25
Telangana,2021,6,2025.3549999999998,266.75,4723.12,18.59
Telangana,2021,7,2073.7,223.29,5176.13,20.97
Telangana,2021,8,2253.625,243.215,6221.61,13.584999999999999
Telangana,2021,9,2201.04,243.345,6025.22,13.59
Telangana,2021,10,2275.56,289.77,6483.64,6.095
Telangana,2021,11,1923.92,219.13,4737.96,11.540000000000001
Telangana,2021,12,2009.6599999999999,275.22,4657.1,9.290000000000001
Telangana,2022,1,2168.02,290.07,5061.76,10.364999999999998
Telangana,2022,2,2224.58,314.255,5205.21,10.285
Telangana,2022,3,2597.575,341.465,5970.25,8.844999999999999
Telangana,2022,4,2436.385,306.435,5505.35,8.13
Telangana,2022,5,2339.71,319.93,5312.21,12.799999999999999
Telangana,2022,6,2140.52,285.37,4880.71,14.8
Telangana,2022,7,1621.56,211.39,4122.25,22.685
Telangana,2022,8,1810.6000000000001,254.845,5443.83,17.585
Telangana,2022,9,2001.1699999999998,243.4,5808.46,11.01
Telangana,2022,10,2081.195,274.84000000000003,6132.91,7.4750000000000005
Telangana,2022,11,2063.9649999999997,282.935,5248.02,9.265
Telangana,2022,12,2214.71,267.825,5167.52,10.23
Telangana,2023,1,2415.9900000000002,318.405,5621.32,10.72
Telangana,2023,2,2156.555,327.375,5088.9,7.425
Telangana,2023,3,2562.25,343.23499999999996,5846.68,10.2
Telangana,2023,4,2442.3250000000003,322.925,5529.18,9.73
Telangana,2023,5,2391.475,337.12,5445.84,8.95
Telangana,2023,6,2082.17,312.84,4799.14,20.32
Telangana,2023,7,2235.735,212.985,5000.61,28.03
Telangana,2023,8,2360.945,276.15,5551.82,15.99
Telangana,2023,9,2184.315,236.62,4939.75,11.695
Telangana,2023,10,2589.09,325.34999999999997,5933.02,7.695
Telangana,2023,11,2210.935,243.11499999999998,4911.33,10.024999999999999
Telangana,2023,12,2373.98,274.55999999999995,5359.06,11.375
Telangana,2024,1,2758.875,292.0,6164.82,11.6
Telangana,2024,2,2489.34,320.96500000000003,5630.12,9.665
Telangana,2024,3,2857.595,350.59499999999997,6401.44,10.094999999999999
Telangana,2024,4,2665.45,327.735,5938.65,10.245
Telangana,2024,5,2737.3799999999997,345.68,6110.55,11.23
Telangana,2024,6,2453.415,287.02,5433.35,14.55
Telangana,2024,7,2082.6549999999997,212.71499999999997,4819.69,29.62
Telangana,2024,8,2067.4649999999997,264.625,5918.27,15.415000000000001
Telangana,2024,9,2227.84,250.715,6213.23,14.145
Telangana,2024,10,2389.9849999999997,285.37,6710.08,6.185
Telangana,2024,11,2151.9449999999997,289.875,5317.07,8.615
Telangana,2024,12,2240.2,250.74,5112.6,9.305
Telangana,2025,1,2688.83,326.645,6178.86,10.65
Telangana,2025,2,2478.935,322.32500000000005,5657.22,7.205
Telangana,2025,3,2883.825,366.88,6656.99,10.72
Telangana,2025,4,2777.065,329.36,6211.13,9.01
Telangana,2025,5,2525.96,316.45,5714.55,10.37
Telangana,2025,6,2315.125,284.645,5427.52,23.48
Telangana,2025,7,2119.27,242.29,5673.5,25.06
Telangana,2025,8,2378.235,240.42499999999998,6582.44,18.33
Telangana,2025,9,2312.94,235.535,6456.92,11.07
Tripura,2019,1,0.0,0.40499999999999997,598.59,0.0
Tripura,2019,2,0.0,0.355,543.51,0.0
Tripura,2019,3,0.0,0.39999999999999997,629.39,0.0
Tripura,2019,4,0.0,0.36,567.66,0.0
Tripura,2019,5,0.0,0.385,640.64,0.0
Tripura,2019,6,0.0,0.315,619.31,0.0
Tripura,2019,7,0.0,0.295,633.75,0.0
Tripura,2019,8,0.0,0.0,535.74,0.0
Tripura,2019,9,0.0,0.0,510.3,0.0
Tripura,2019,10,0.0,0.01,514.57,0.0
Tripura,2019,11,0.0,0.005,451.03,0.0
Tripura,2019,12,0.0,0.01,460.5,0.0
Tripura,2020,1,0.0,0.005,462.82,0.0
Tripura,2020,2,0.0,0.335,351.67,0.0
Tripura,2020,3,0.0,0.33,373.05,0.0
Tripura,2020,4,0.0,0.27499999999999997,590.87,0.0
Tripura,2020,5,0.0,0.455,619.96,0.0
Tripura,2020,6,0.0,0.19,557.16,0.0
Tripura,2020,7,0.0,0.29,568.49,0.0
Tripura,2020,8,0.0,0.29,595.67,0.0
Tripura,2020,9,0.0,0.285,590.62,0.0
Tripura,2020,10,0.0,0.2,591.17,0.0
Tripura,2020,11,0.0,0.285,577.65,0.0
Tripura,2020,12,0.0,0.355,582.54,0.0
Tripura,2021,1,0.0,0.31,648.01,0.0
Tripura,2021,2,0.0,0.27499999999999997,590.61,0.0
Tripura,2021,3,0.0,0.315,546.06,0.0
Tripura,2021,4,0.0,0.35,286.16,0.0
Tripura,2021,5,0.0,0.35,434.96,0.0
Tripura,2021,6,0.0,0.35,438.91,0.0
Tripura,2021,7,0.0,0.225,491.57,0.0
Tripura,2021,8,0.0,0.2,602.66,0.0
Tripura,2021,9,0.0,0.3,591.71,0.0
Tripura,2021,10,0.0,0.27,610.95,0.0
Tripura,2021,11,0.0,0.33499999999999996,578.02,0.0
Tripura,2021,12,0.0,0.33499999999999996,579.76,0.0
Tripura,2022,1,0.0,0.33499999999999996,588.9,0.0
Tripura,2022,2,0.0,0.33999999999999997,521.14,0.0
Tripura,2022,3,0.0,0.32999999999999996,615.16,0.0
Tripura,2022,4,0.0,0.345,585.72,0.0
Tripura,2022,5,0.0,0.315,555.59,0.0
Tripura,2022,6,0.0,0.22999999999999998,417.09,0.0
Tripura,2022,7,0.0,0.315,577.54,0.0
Tripura,2022,8,0.0,0.325,625.98,0.0
Tripura,2022,9,0.0,0.295,607.89,0.0
Tripura,2022,10,0.0,0.375,610.0,0.0
Tripura,2022,11,0.0,0.375,604.87,0.0
Tripura,2022,12,0.0,0.32,626.94,0.0
Tripura,2023,1,0.0,0.31,637.52,0.0
Tripura,2023,2,0.0,0.315,604.1,0.0
Tripura,2023,3,0.0,0.315,632.79,0.0
Tripura,2023,4,0.0,0.315,607.57,0.0
Tripura,2023,5,0.0,0.315,588.97,0.0
Tripura,2023,6,0.0,0.245,455.49,0.0
Tripura,2023,7,0.0,0.29,536.39,0.0
Tripura,2023,8,0.0,0.165,590.27,0.0
Tripura,2023,9,0.0,0.165,559.33,0.0
Tripura,2023,10,0.0,0.3,559.79,0.0
Tripura,2023,11,0.0,0.030000000000000002,529.94,0.0
Tripura,2023,12,0.0,0.29,521.55,0.0
Tripura,2024,1,0.0,0.24000000000000002,497.57,0.0
Tripura,2024,2,0.0,0.325,445.74,0.0
Tripura,2024,3,0.0,0.355,465.79,0.0
Tripura,2024,4,0.0,0.34500000000000003,430.84,0.0
Tripura,2024,5,0.0,0.315,438.41,0.0
Tripura,2024,6,0.0,0.255,416.08,0.0
Tripura,2024,7,0.0,0.31,409.13,0.0
Tripura,2024,8,0.0,0.25,423.91,0.0
Tripura,2024,9,0.0,0.275,413.55,0.0
Tripura,2024,10,0.0,0.32,433.27,0.0
Tripura,2024,11,0.0,0.325,406.83,0.0
Tripura,2024,12,0.0,0.32,445.31,0.0
Tripura,2025,1,0.0,0.3,431.09,0.0
Tripura,2025,2,0.0,0.305,408.23,0.0
Tripura,2025,3,0.0,0.375,448.97,0.0
Tripura,2025,4,0.0,0.36,428.27,0.0
Tripura,2025,5,0.0,1.975,442.91,0.0
Tripura,2025,6,0.0,0.24,414.46,0.0
Tripura,2025,7,0.0,0.275,395.45,0.0
Tripura,2025,8,0.0,0.295,424.13,0.0
Tripura,2025,9,0.0,0.34,425.15,0.0
Uttar Pradesh,2019,1,4834.92,48.755,10728.91,0.0
Uttar Pradesh,2019,2,3998.825,52.29,9094.96,0.0
Uttar Pradesh,2019,3,4538.295,69.28999999999999,10380.89,0.0
Uttar Pradesh,2019,4,4945.87,62.505,11037.08,0.0
Uttar Pradesh,2019,5,5957.6900000000005,73.5,12871.89,0.0
Uttar Pradesh,2019,6,5700.59,66.065,12271.08,0.0
Uttar Pradesh,2019,7,5254.8,54.225,11029.31,0.0
Uttar Pradesh,2019,8,5494.31,53.97,11596.14,0.0
Uttar Pradesh,2019,9,4944.79,47.03,10496.47,0.0
Uttar Pradesh,2019,10,4885.235,58.16,10461.96,0.0
Uttar Pradesh,2019,11,4319.17,55.02,9489.6,0.0
Uttar Pradesh,2019,12,4349.135,47.15,9822.82,0.0
Uttar Pradesh,2020,1,4843.74,59.62,10954.78,0.0
Uttar Pradesh,2020,2,4348.839999999999,75.385,10037.27,0.0
Uttar Pradesh,2020,3,4007.125,77.66499999999999,9278.57,0.0
Uttar Pradesh,2020,4,4120.74,78.16,9517.82,0.0
Uttar Pradesh,2020,5,4573.74,85.55,10284.14,0.0
Uttar Pradesh,2020,6,4923.615,64.375,10813.61,0.0
Uttar Pradesh,2020,7,5572.77,65.555,11926.14,0.0
Uttar Pradesh,2020,8,5335.595,62.209999999999994,11507.16,0.0
Uttar Pradesh,2020,9,5551.6,67.885,12022.08,0.0
Uttar Pradesh,2020,10,5264.379999999999,74.72,11307.0,0.0
Uttar Pradesh,2020,11,4201.87,68.025,9333.35,0.0
Uttar Pradesh,2020,12,4885.799999999999,64.61,10944.7,0.0
Uttar Pradesh,2021,1,5319.554999999999,67.10000000000001,11617.71,0.0
Uttar Pradesh,2021,2,4850.51,108.4,10755.97,0.0
Uttar Pradesh,2021,3,5736.465,129.925,12639.01,0.0
Uttar Pradesh,2021,4,5736.505,134.795,12576.94,0.0
Uttar Pradesh,2021,5,5105.765,130.93,10994.98,0.0
Uttar Pradesh,2021,6,5440.85,98.65,11564.49,0.0
Uttar Pradesh,2021,7,5876.375,109.5,12478.81,0.0
Uttar Pradesh,2021,8,6097.714999999999,109.185,12811.13,0.0
Uttar Pradesh,2021,9,5794.9349999999995,117.3,12411.7,0.0
Uttar Pradesh,2021,10,5368.8099999999995,139.36,11678.39,0.0
Uttar Pradesh,2021,11,4516.775,108.66499999999999,9918.63,0.0
Uttar Pradesh,2021,12,5193.925,102.14500000000001,11635.09,0.0
Uttar Pradesh,2022,1,5535.735000000001,96.22,12197.28,0.0
Uttar Pradesh,2022,2,5265.515,140.13,11642.99,0.0
Uttar Pradesh,2022,3,5964.195000000001,175.5,13248.86,0.0
Uttar Pradesh,2022,4,7058.61,167.58,15216.25,0.0
Uttar Pradesh,2022,5,6827.65,166.66,14388.87,0.0
Uttar Pradesh,2022,6,6794.25,154.855,14351.2,0.0
Uttar Pradesh,2022,7,6795.44,147.575,14231.62,0.0
Uttar Pradesh,2022,8,6773.545,139.465,14188.7,0.0
Uttar Pradesh,2022,9,6270.22,137.6,13154.32,0.0
Uttar Pradesh,2022,10,5640.78,154.175,11966.2,0.0
Uttar Pradesh,2022,11,5511.89,147.005,12003.7,0.0
Uttar Pradesh,2022,12,6161.91,143.78500000000003,13603.22,0.0
Uttar Pradesh,2023,1,6609.97,125.045,14537.45,0.0
Uttar Pradesh,2023,2,5649.155,178.70999999999998,12499.67,0.0
Uttar Pradesh,2023,3,6038.715,188.13,13305.8,0.0
Uttar Pradesh,2023,4,6255.835,189.80499999999998,13565.32,0.0
Uttar Pradesh,2023,5,6444.405000000001,208.79,13805.01,0.0
Uttar Pradesh,2023,6,6705.855,179.945,14352.02,0.0
Uttar Pradesh,2023,7,6776.975,157.595,14526.32,0.0
Uttar Pradesh,2023,8,7179.455,153.16000000000003,15423.31,0.0
Uttar Pradesh,2023,9,6875.625,155.98,14582.18,0.0
Uttar Pradesh,2023,10,6406.56,185.465,13713.99,0.0
Uttar Pradesh,2023,11,5668.24,134.63500000000002,12000.88,0.0
Uttar Pradesh,2023,12,5900.6,128.85,12578.32,0.0
Uttar Pradesh,2024,1,6453.3949999999995,103.35,13892.41,0.0
Uttar Pradesh,2024,2,5686.065,171.50500000000002,12513.74,0.0
Uttar Pradesh,2024,3,6453.94,231.035,14098.12,0.0
Uttar Pradesh,2024,4,6972.634999999999,234.54999999999998,15076.72,0.0
Uttar Pradesh,2024,5,7637.200000000001,239.835,16391.72,0.0
Uttar Pradesh,2024,6,7380.805,212.64000000000001,15739.29,0.0
Uttar Pradesh,2024,7,7401.715,185.19,15535.3,0.0
Uttar Pradesh,2024,8,6767.745,189.625,14414.75,0.0
Uttar Pradesh,2024,9,6253.73,181.81,13495.03,0.0
Uttar Pradesh,2024,10,7070.185,211.825,15112.9,0.0
Uttar Pradesh,2024,11,5725.25,177.34,12467.59,0.0
Uttar Pradesh,2024,12,6135.485000000001,179.505,13467.27,0.0
Uttar Pradesh,2025,1,6507.63,178.13500000000002,14315.4,0.0
Uttar Pradesh,2025,2,6102.110000000001,225.345,13471.49,0.0
Uttar Pradesh,2025,3,7266.305,284.21500000000003,15709.37,0.0
Uttar Pradesh,2025,4,7251.200000000001,266.195,15502.94,0.0
Uttar Pradesh,2025,5,7388.195,259.92999999999995,15593.63,0.0
Uttar Pradesh,2025,6,7203.195,217.065,15190.04,0.0
Uttar Pradesh,2025,7,7298.695000000001,198.765,15381.4,0.0
Uttar Pradesh,2025,8,6856.895,188.945,14525.06,0.0
Uttar Pradesh,2025,9,6650.080000000001,212.08499999999998,14221.7,0.0
Uttarakhand,2019,1,0.0,12.694999999999999,999.31,0.0
Uttarakhand,2019,2,0.0,11.33,861.67,0.0
Uttarakhand,2019,3,0.0,20.665,1100.25,0.0
Uttarakhand,2019,4,0.0,19.34,1410.73,0.0
Uttarakhand,2019,5,0.0,14.065000000000001,1641.37,0.0
Uttarakhand,2019,6,0.0,19.404999999999998,1929.7,0.0
Uttarakhand,2019,7,0.0,14.635,1970.67,0.0
Uttarakhand,2019,8,0.0,14.025,2075.6,0.0
Uttarakhand,2019,9,0.0,15.28,2148.56,0.0
Uttarakhand,2019,10,0.0,15.76,1374.55,0.0
Uttarakhand,2019,11,0.0,13.915,974.62,0.0
Uttarakhand,2019,12,0.0,10.565,1015.74,0.0
Uttarakhand,2020,1,0.0,10.350000000000001,1077.11,0.0
Uttarakhand,2020,2,0.0,15.94,1051.93,0.0
Uttarakhand,2020,3,0.0,19.825000000000003,1061.88,0.0
Uttarakhand,2020,4,0.0,20.215,964.89,0.0
Uttarakhand,2020,5,0.0,18.615,1387.93,0.0
Uttarakhand,2020,6,0.0,17.915,1894.79,0.0
Uttarakhand,2020,7,0.0,15.66,1878.65,0.0
Uttarakhand,2020,8,0.0,13.485,1910.44,0.0
Uttarakhand,2020,9,0.0,13.5,1871.93,0.0
Uttarakhand,2020,10,0.0,13.934999999999999,1145.48,0.0
Uttarakhand,2020,11,0.0,14.485,768.39,0.0
Uttarakhand,2020,12,0.0,14.055,1034.5,0.0
Uttarakhand,2021,1,0.0,9.415000000000001,989.6,0.0
Uttarakhand,2021,2,0.0,13.705,887.13,0.0
Uttarakhand,2021,3,0.0,13.82,817.6,0.0
Uttarakhand,2021,4,0.0,13.92,767.28,0.0
Uttarakhand,2021,5,0.0,13.465,1069.81,0.0
Uttarakhand,2021,6,0.0,13.08,1610.31,0.0
Uttarakhand,2021,7,0.0,12.92,2042.23,0.0
Uttarakhand,2021,8,0.0,12.885,2165.02,0.0
Uttarakhand,2021,9,0.0,12.885,2155.52,0.0
Uttarakhand,2021,10,0.0,13.024999999999999,1731.49,0.0
Uttarakhand,2021,11,0.0,13.565,984.23,0.0
Uttarakhand,2021,12,0.0,13.555,993.67,0.0
Uttarakhand,2022,1,0.0,13.76,852.25,0.0
Uttarakhand,2022,2,0.0,15.514999999999999,818.16,0.0
Uttarakhand,2022,3,0.0,15.17,1026.77,0.0
Uttarakhand,2022,4,0.0,15.055,1124.38,0.0
Uttarakhand,2022,5,0.0,14.799999999999999,1419.38,0.0
Uttarakhand,2022,6,0.0,14.735,1523.0,0.0
Uttarakhand,2022,7,0.0,14.575,1843.31,0.0
Uttarakhand,2022,8,0.0,14.434999999999999,2268.71,0.0
Uttarakhand,2022,9,0.0,14.434999999999999,2261.17,0.0
Uttarakhand,2022,10,0.0,14.715,1551.47,0.0
Uttarakhand,2022,11,0.0,15.295,940.97,0.0
Uttarakhand,2022,12,0.0,15.285,945.43,0.0
Uttarakhand,2023,1,0.0,15.309999999999999,929.92,0.0
Uttarakhand,2023,2,0.0,15.53,811.21,0.0
Uttarakhand,2023,3,0.0,15.665,750.54,0.0
Uttarakhand,2023,4,0.0,15.44,856.26,0.0
Uttarakhand,2023,5,0.0,15.014999999999999,1163.59,0.0
Uttarakhand,2023,6,0.0,14.68,1617.09,0.0
Uttarakhand,2023,7,0.0,14.52,1985.56,0.0
Uttarakhand,2023,8,0.0,14.364999999999998,2550.16,0.0
Uttarakhand,2023,9,0.0,14.584999999999999,1818.22,0.0
Uttarakhand,2023,10,0.0,15.01,1166.13,0.0
Uttarakhand,2023,11,0.0,15.395,879.59,0.0
Uttarakhand,2023,12,0.0,15.354999999999999,902.79,0.0
Uttarakhand,2024,1,0.0,15.434999999999999,859.21,0.0
Uttarakhand,2024,2,0.0,15.649999999999999,756.5,0.0
Uttarakhand,2024,3,0.0,15.35,907.63,0.0
Uttarakhand,2024,4,0.0,15.129999999999999,1059.47,0.0
Uttarakhand,2024,5,0.0,14.705,1569.63,0.0
Uttarakhand,2024,6,0.0,14.729999999999999,1527.84,0.0
Uttarakhand,2024,7,0.0,14.43,2293.83,0.0
Uttarakhand,2024,8,0.0,14.415,2335.65,0.0
Uttarakhand,2024,9,0.0,14.389999999999999,2455.11,0.0
Uttarakhand,2024,10,0.0,14.875,1319.4,0.0
Uttarakhand,2024,11,0.0,15.389999999999999,883.66,0.0
Uttarakhand,2024,12,0.0,15.32,925.11,0.0
Uttarakhand,2025,1,0.0,15.639999999999999,762.51,0.0
Uttarakhand,2025,2,0.0,15.399999999999999,877.65,0.0
Uttarakhand,2025,3,0.0,15.44,855.18,0.0
Uttarakhand,2025,4,0.0,15.239999999999998,976.61,0.0
Uttarakhand,2025,5,0.0,14.79,1434.19,0.0
Uttarakhand,2025,6,0.0,14.629999999999999,1717.08,0.0
Uttarakhand,2025,7,0.0,14.41,2366.33,0.0
Uttarakhand,2025,8,0.0,14.364999999999998,2570.62,0.0
Uttarakhand,2025,9,0.0,14.379999999999999,2480.22,0.0
West Bengal,2019,1,3229.29,1.5,6668.76,0.0
West Bengal,2019,2,3118.35,2.715,6273.2,0.0
West Bengal,2019,3,3441.48,3.3049999999999997,7050.75,0.0
West Bengal,2019,4,3448.7349999999997,3.265,7092.02,0.0
West Bengal,2019,5,3614.765,3.125,7531.24,0.0
West Bengal,2019,6,3343.4700000000003,2.73,7042.19,0.0
West Bengal,2019,7,3102.66,2.3000000000000003,6616.04,0.0
West Bengal,2019,8,2833.605,2.1750000000000003,6101.21,0.0
West Bengal,2019,9,2859.4449999999997,2.545,6114.09,0.0
West Bengal,2019,10,2698.2400000000002,2.775,5789.26,0.0
West Bengal,2019,11,2651.3849999999998,2.36,5497.52,0.0
West Bengal,2019,12,2883.5,2.42,5942.82,0.0
West Bengal,2020,1,2998.6699999999996,2.56,6134.67,0.0
West Bengal,2020,2,2986.215,2.905,6089.0,0.0
West Bengal,2020,3,2842.4,3.47,5808.93,0.0
West Bengal,2020,4,2260.785,3.495,4673.11,0.0
West Bengal,2020,5,2296.475,3.2399999999999998,4838.37,0.0
West Bengal,2020,6,2764.175,2.23,5867.4,0.0
West Bengal,2020,7,3167.165,2.43,6740.39,0.0
West Bengal,2020,8,2944.575,2.3850000000000002,6349.21,0.0
West Bengal,2020,9,3155.2,2.295,6723.7,0.0
West Bengal,2020,10,3294.345,2.86,7004.6,0.0
West Bengal,2020,11,2816.34,2.785,5881.32,0.0
West Bengal,2020,12,3233.885,2.58,6754.84,0.0
